doc_title,sub_doc_id,sentence_num,entry_type,reg_sent,sim_sent
אמנת האום זכויות אנשים עם מוגבלויות,17,204,1,"רופא חייב לספק טיפול מאריך חיים גם לחולה עם מוגבלות הנוטה למות, אלא אם כן הוא ביקש במפורש שלא לעשות כן. \n","לדוגמה, רופא חייב לטפל באדם עם מוגבלות גם אם הטיפול מאד יקר או מאד ארוך.\n"
אמנת האום זכויות אנשים עם מוגבלויות,17,205,5,"כמו כן, חובה לחקור מוות של אדם עם מוגבלות שנפטר בנסיבות מחשידות, למשל בעת שהתגורר במוסד.\n",\n
אמנת האום זכויות אנשים עם מוגבלויות,18,206,1,2.11 סעיף 11 : מצבי סיכון ומקרי חירום הומניטריים\n,3.11 הזכות לעזרה במצבי סיכון ומקרי חירום (סעיף 11 באמנה)\n
אמנת האום זכויות אנשים עם מוגבלויות,18,207,2,"המדינה צריכה להגן על אנשים עם מוגבלות ולשמור על ביטחונם במצבי סיכון, כגון מלחמה, רעב ואסונות טבע.\n","מצבי חירום הם מצבים של סכנה. לדוגמה, שריפה, רעידת אדמה או מלחמה. המדינה צריכה לשמור על הביטחון של אנשים עם מוגבלות גם במצבי חירום (במצבים של סכנה) כמו מלחמה, רעב, ואסונות טבע (לדוגמה, רעידת אדמה, שיטפון).\n"
אמנת האום זכויות אנשים עם מוגבלויות,18,208,1,"חוק שוויון זכויות לאנשים עם מוגבלות קובע כי אדם עם מוגבלות זכאי לנגישות לשירותים הניתנים לציבור במצבי חירום, כגון: מידע על מצב חירום, מקלטים וערכות מגן (כולל נגישות לתהליך חלוקת הערכות ולהדרכה עליהן).\n",שירותים שכולם מקבלים במצבי חירום צריכים להיות נגישים גם לאנשים עם מוגבלות.\n
אמנת האום זכויות אנשים עם מוגבלויות,18,209,5,"תקנות שוויון זכויות לאנשים עם מוגבלות בעניין נגישות לשירותי שעת חירום, יפרטו כיצד להנגיש את המידע, הסביבה הפיזית והשירותים הניתנים לציבור במצב זה. כן יחייבו התקנות את הרשויות להתייחס לנגישות לאנשים עם מוגבלות בתכניות לקראת מצב חירום. תקנות אלה נמצאות כעת בתהליך התקנה.\n",\n
אמנת האום זכויות אנשים עם מוגבלויות,18,210,6,\n,"אפשר למצוא מידע נגיש על התנהגות בשעת חרום (רעידת אדמה, ירי טילים, אזעקת ""צבע אדום""): א) בחוברות ההדרכה הנגישות של פיקוד העורף: • איך להגן על עצמנו מרעידת אדמה? • מה אני צריך לעשות בזמן אזעקה או צבע אדום? ב) בהנחיות המופיעות באתר פיקוד העורף.\n"
אמנת האום זכויות אנשים עם מוגבלויות,19,211,1,2.12 סעיף 12: הכרה שווה בפני החוק\n,3.12 הזכות להכרה שווה בפני החוק (סעיף 12 באמנה)\n
אמנת האום זכויות אנשים עם מוגבלויות,19,212,6,\n,• לפי החוק כל האנשים שווים זה לזה. \n
אמנת האום זכויות אנשים עם מוגבלויות,19,213,2,• אנשים עם מוגבלות זכאים להכרה כבני אדם בפני החוק.\n,לפי החוק צריך להתייחס לאנשים עם מוגבלות כבני אדם. לפי החוק צריך להתייחס לאנשים עם מוגבלות באופן שווה כמו לכל אדם אחר. \n
אמנת האום זכויות אנשים עם מוגבלויות,19,214,6,\n,• לאנשים עם מוגבלות יש זכויות כמו לכל אדם אחר. \n
אמנת האום זכויות אנשים עם מוגבלויות,19,215,6,\n,אנשים עם מוגבלות יכולים לעשות דברים כמו כל אדם אחר.\n
אמנת האום זכויות אנשים עם מוגבלויות,19,216,6,\n,• אסור לנצל אדם עם מוגבלות או לפגוע בעניינים שלו.\n
אמנת האום זכויות אנשים עם מוגבלויות,19,217,6,\n,• צריך לכבד את מה שהאדם עם המוגבלות רוצה ומעדיף (בוחר).\n
אמנת האום זכויות אנשים עם מוגבלויות,19,218,2,"• לאנשים עם מוגבלות יש כשרות משפטית כלומר, הם יכולים ליהנות מזכויות ולמלא חובות בעלות משמעות משפטית כמו שאר האנשים - למשל, לקנות ולמכור רכוש, להוריש ולרשת נכסים, לפתוח ולנהל חשבון בנק.\n","כשרות משפטית: לאנשים עם מוגבלות יש כשרות משפטית כמו שאר האנשים. כלומר, הם יכולים ליהנות מזכויות ולמלא חובות כמו אנשים אחרים, לדוגמה: • לקנות דברים • למכור דברים ששייכים להם • לפתוח ולנהל חשבון בנק • לקבל רכוש בירושה (לקבל רכוש ממישהו שמת).\n"
אמנת האום זכויות אנשים עם מוגבלויות,19,219,1,"• המדינה צריכה לעשות כל שביכולתה על מנת שאנשים עם מוגבלות יוכלו להיות בעלי רכוש, לרשת רכוש, לנהל את ענייניהם הכספיים ולקבל גישה שווה להלוואות בנקאיות, משכנתאות ואשראי מסוגים אחרים.\n","המדינה צריכה לדאוג שאנשים עם מוגבלות יוכלו לנהל את הכסף שלהם ואת הרכוש (הבית, הרכב, החפצים) שלהם.\n"
אמנת האום זכויות אנשים עם מוגבלויות,19,220,1,• המדינה תבטיח כי רכושם של אנשים עם מוגבלות לא יילקח מהם בצורה שרירותית.\n,"המדינה צריכה להבטיח שלא ייקחו מאנשים עם מוגבלות את הרכוש (הבית, הרכב, החפצים) שלהם בלי סיבה.\n"
אמנת האום זכויות אנשים עם מוגבלויות,19,221,6,\n,עזרה בקבלת החלטות\n
אמנת האום זכויות אנשים עם מוגבלויות,19,222,2,• על המדינה לוודא שלאנשים עם מוגבלות יש גישה לתמיכה מתאימה למימוש זכויותיהם וחובותיהם המשפטיות. \n,"יש אנשים עם מוגבלות אשר מתקשים לקבל החלטות בנוגע לחיים שלהם. במקרים כאלה, המדינה צריכה לדאוג לעזור להם.\n"
אמנת האום זכויות אנשים עם מוגבלויות,19,223,2,דוגמה לתמיכה כזו היא “קבלת החלטות נתמכת”: מנגנון המסייע לאדם עם מוגבלות לקבל החלטות בכוחות עצמו.\n,יש שתי דרכים לעזור לאדם שקשה לו לקבל החלטות: א. קבלת החלטות נתמכת ב. מינוי אפוטרופוס.\n
אמנת האום זכויות אנשים עם מוגבלויות,19,224,5,"• האמנה מכירה בכך שבמדינות שונות ישנם אמצעים שעוזרים לאדם לקבל החלטות, למשל - מינוי אדם שיסייע בקבלת החלטות, שימוש בייפוי כוח מתמשך או מינוי אפוטרופוס. האמנה קובעת שבכל דרך שתיבחר, יש לכבד את רצונו והעדפותיו של האדם, אין לנצלו ואין לפגוע בענייניו. \n",\n
אמנת האום זכויות אנשים עם מוגבלויות,19,225,1,"השימוש באמצעי יותאם למצב, ישמש למשך זמן קצר ככל שניתן, ויבוקר על ידי רשות ממשלתית או גוף שיפוטי עצמאיים ואובייקטיביים, באופן סדיר.\n",אדם או ארגון יכולים לעזור לאדם עם מוגבלות לקבל החלטות רק לזמן מוגבל (לא לתמיד).\n
אמנת האום זכויות אנשים עם מוגבלויות,20,226,1,2.13 סעיף 13 : נגישות לצדק\n,3.13 הזכות לנגישות לצדק (סעיף 13 באמנה)\n
אמנת האום זכויות אנשים עם מוגבלויות,20,227,2,• על המדינה להבטיח את זכותם של אנשים עם מוגבלות להשתתפות שוויונית בכל הליך משפטי. \n,"המדינה צריכה לדאוג להנגשה של המקומות שקשורים לצדק (המשטרה, בתי המשפט). לאנשים עם מוגבלות יש זכות להשתתף במה שקורה בבית משפט כמו לכל האנשים, \n"
אמנת האום זכויות אנשים עם מוגבלויות,20,228,2,"לדוגמה: לאנשים עם מוגבלות יש זכות לתבוע אנשים אחרים, זכות לתת עדות וזכות לקחת חלק במתרחש בבית המשפט כפי שעושים אנשים אחרים.\n","לדוגמה: • לאנשים עם מוגבלות יש זכות לתבוע אנשים אחרים. כלומר, לאנשים עם מוגבלות יש זכות להתלונן על אנשים אחרים בבית המשפט. • לאנשים עם מוגבלות יש זכות לתת עדות (לספר מה קרה) בבית המשפט אובמשטרה. כלומר, לאנשים עם מוגבלות יש זכות לספר במשטרה או בבית המשפט מה קרה להם או מה הם ראו.\n"
אמנת האום זכויות אנשים עם מוגבלויות,20,229,4,"• זכותם של אנשים עם מוגבלות להיחקר במשטרה בתנאים שווים ולקבל התאמות לפי הצורך. • יש לתת לאנשים עם מוגבלות את ההתאמות הנדרשות לשם ביצוע פעולות אלה (למשל: מערכות עזר לשמיעה, תמלול, תרגום לשפת הסימנים, הסברים בשפה פשוטה, התאמות במתן עדות).\n","• לאנשים עם מוגבלות יש זכות לקבל התאמות בחקירה בבית משפט או במשטרה. לדוגמה, לאנשים עם מוגבלות בשמיעה יש זכות לקבל הסברים בשפת הסימנים כשהם בחקירה במשטרה.\n"
אמנת האום זכויות אנשים עם מוגבלויות,20,230,6,\n,• המשטרה חייבת לחקור (לבדוק) תלונות של אנשים עם מוגבלות.\n
אמנת האום זכויות אנשים עם מוגבלויות,20,231,1,• יש להדריך את סגל המשטרה ובתי הסוהר בדבר התאמות הנגישות הדרושות לאנשים עם מוגבלות.\n,• האנשים שעובדים במשטרה ובבתי הסוהר צריכים לקבל הדרכה על התאמות הנגישות לאנשים עם מוגבלות.\n
אמנת האום זכויות אנשים עם מוגבלויות,20,232,1,>>>>>21\n,>>>>21\n
אמנת האום זכויות אנשים עם מוגבלויות,20,233,1,2.14 סעיף 14 : חירות וביטחון אישי\n,3.14 הזכות לחירות (חופש) וביטחון אישי (סעיף 14 באמנה)\n
אמנת האום זכויות אנשים עם מוגבלויות,20,234,1,אסור לשלול את חירותו של אדם רק בשל מוגבלותו.\n,אסור לקחת מאדם את החירות (החופש) שלו רק בגלל המוגבלות שלו.\n
אמנת האום זכויות אנשים עם מוגבלויות,20,235,2,המדינה צריכה לדאוג לכך שאנשים עם מוגבלות יזכו לחופש ולביטחון אישי כמו שאר האנשים.\n,"המדינה צריכה לדאוג שאנשים עם מוגבלות יהיו חופשיים וירגישו ביטחון אישי כמו כל אדם אחר, לדוגמה: • אסור להכניס אדם עם מוגבלות לבית הסוהר בניגוד לחוק. • אסור לאשפז (להכניס) אדם עם מוגבלות במוסד בניגוד לחוק.\n"
אמנת האום זכויות אנשים עם מוגבלויות,20,236,2,"אם נשלל החופש של אדם עם מוגבלות, יש לשמור על זכויות האדם שלו, למשל: הזכות לשימוע הוגן, הזכות ליחס שאינו משפיל ומתן התאמות סבירות. \n","אם בכל זאת לוקחים לאדם עם מוגבלות את החופש שלו, צריך לשמור על זכויות האדם שלו: • צריך לתת לו את הזכות לשימוע הוגן (לשמוע מה יש לו להגיד). • צריך לשמור על הזכות שלו לכבוד ויחס טוב. • צריך לתת לו את התאמות הנגישות שהוא צריך.\n"
אמנת האום זכויות אנשים עם מוגבלויות,20,237,5,"באופן כללי, יש להתייחס אליו בהתאם לעקרונות האמנה הנוכחית.\n",\n
אמנת האום זכויות אנשים עם מוגבלויות,22,238,1,"2.15 סעיף 15 : חופש מעינויים ומיחס או מענישה אכזריים, בלתי-אנושיים או משפילים\n",3.15 הזכות לחופש מעינויים (סעיף 15 באמנה)\n
אמנת האום זכויות אנשים עם מוגבלויות,22,239,6,\n,צריך להתייחס אל אדם עם מוגבלות לפי הכללים באמנה הזו:\n
אמנת האום זכויות אנשים עם מוגבלויות,22,240,2,אסור לענות אדם כלשהו. \n,"• אסור לענות אף אדם. כלומר, אסור לגרום לאף אדם סבל בכוונה. אסור לפגוע בגוף או בנפש של אף אדם בכוונה.\n"
אמנת האום זכויות אנשים עם מוגבלויות,22,241,2,"אסור לטפל באדם או להענישו בצורה אכזרית, בלתי-אנושית או משפילה. \n",• אסור להעניש אדם בצורה אכזרית (קשה). • אסור להעניש אדם בצורה בלתי-אנושית (שלא מתאימה לבני אדם). • אסור לטפל באדם או להעניש אותו בצורה משפילה (מעליבה).\n
אמנת האום זכויות אנשים עם מוגבלויות,22,242,1,"בפרט, אסור לערוך ניסויים רפואיים או מדעיים בבני אדם ללא הסכמתם החופשית.\n",• אסור לעשות ניסויים רפואיים או מדעיים בבני אדם בלי שהם יסכימו.\n
אמנת האום זכויות אנשים עם מוגבלויות,22,243,2,"המדינה תדאג להגן על אנשים עם מוגבלות מעינויים, מטיפול ומענישה אכזריים, בלתי-אנושיים או משפילים. \n",המדינה תדאג להגן (לשמור) על אנשים עם מוגבלות מעינויים (סבל שגורמים בכוונה). המדינה תדאג שלא יטפלו באנשים עם מוגבלות בצורה קשה ופוגעת. המדינה תדאג שלא יענישו אנשים עם מוגבלות בצורה קשה ופוגעת.\n
אמנת האום זכויות אנשים עם מוגבלויות,22,244,5,"עליה לעשות זאת באמצעים כגון: חקיקה, כתיבת נהלים, תביעות משפטיות, חינוך ומתן מידע.\n",\n
אמנת האום זכויות אנשים עם מוגבלויות,23,245,1,"2.16 סעיף 16 : חופש מניצול, מאלימות ומהתעללות\n","3.16 הזכות לחופש מניצול, מאלימות ומהתעללות (סעיף 16 באמנה)\n"
אמנת האום זכויות אנשים עם מוגבלויות,23,246,1,"המדינה תדאג להגן על אנשים עם מוגבלות מכל צורה של ניצול, אלימות או התעללות - בין שבתוך הבית ובין שמחוצה לו.\n","המדינה תדאג להגן על אנשים עם מוגבלות מכל צורה של ניצול,\n"
אמנת האום זכויות אנשים עם מוגבלויות,23,247,6,\n,אלימות או התעללות.\n
אמנת האום זכויות אנשים עם מוגבלויות,23,248,6,\n,ניצול - להשתמש במישהו בצורה לא הוגנת (לא צודקת).\n
אמנת האום זכויות אנשים עם מוגבלויות,23,249,6,\n,"לדוגמה, כשמישהו משתמש בכסף של אדם עם מוגבלות כדי לקנות לעצמו דברים.\n"
אמנת האום זכויות אנשים עם מוגבלויות,23,250,6,\n,אלימות - להשתמש בכוח כדי לפגוע במישהו.\n
אמנת האום זכויות אנשים עם מוגבלויות,23,251,6,\n,"לדוגמה, להרביץ, לדחוף, לתת בעיטה, לנשוך.\n"
אמנת האום זכויות אנשים עם מוגבלויות,23,252,6,\n,"התעללות - לעשות נזק בגוף או בנפש של מישהו, לדוגמה, לא לתת לאדם עם מוגבלות לאכול או לשתות.\n"
אמנת האום זכויות אנשים עם מוגבלויות,23,253,6,\n,לקשור אדם עם מוגבלות.\n
אמנת האום זכויות אנשים עם מוגבלויות,23,254,6,\n,אסור להתעלל (לפגוע) מינית באנשים עם מוגבלות.\n
אמנת האום זכויות אנשים עם מוגבלויות,23,255,6,\n,"לדוגמה, אסור לגעת בכוח באיברים פרטיים של אנשים עם מוגבלות.\n"
אמנת האום זכויות אנשים עם מוגבלויות,23,256,6,\n,"לדוגמה, אסור לחבק או לנשק אנשים עם מוגבלות בלי לקבל מהם רשות.\n"
אמנת האום זכויות אנשים עם מוגבלויות,23,257,6,\n,"לדוגמה, אסור להכריח אנשים עם מוגבלות לגעת במקומות פרטיים\n"
אמנת האום זכויות אנשים עם מוגבלויות,23,258,1, \n,של אנשים אחרים.\n
אמנת האום זכויות אנשים עם מוגבלויות,23,259,1,"היא תעשה זאת בכל האמצעים המתאימים, למשל: בחקיקה, בכתיבת נהלים, בחינוך ובמתן מידע.\n","המדינה תגן על אנשים עם מוגבלות מאלימות בדרכים האלה: • המדינה תחוקק חוקים, ותכתוב תקנות ונהלים (כללי התנהגות) בנושא הזה.\n"
אמנת האום זכויות אנשים עם מוגבלויות,23,260,5,"המדינה תבטיח כי אנשים עם מוגבלות, בני משפחותיהם ומטפליהם יקבלו הדרכה ומידע בעניין הדרכים למנוע ניצול, אלימות והתעללות, לזהותם ולדווח עליהם. הגנה והדרכה בעניין זה יהיו מותאמים לגיל האדם, למינו ולסוג מוגבלותו.\n",\n
אמנת האום זכויות אנשים עם מוגבלויות,23,261,1,"כדי למנוע את התרחשותם של ניצול, אלימות והתעללות מכל סוג, המדינה תבטיח כי כל המתקנים והתכניות שנועדו לתת שירות לאנשים עם מוגבלות יהיו תחת פיקוח של רשות עצמאית ובלתי-תלויה.\n",• המדינה תמנה (תשים) קבוצת אנשים מיוחדת לפקח על כל נותני השירות לאנשים עם מוגבלות.\n
אמנת האום זכויות אנשים עם מוגבלויות,23,262,1,"המדינה תפעל לשיקומם של אנשים עם מוגבלות שעברו ניצול, אלימות או התעללות מכל הבחינות, ולשילובם מחדש בחברה. \n",• המדינה תדאג לשקם (להחזיר לפעילות) אנשים עם מוגבלות שניצלו אותם או שהתנהגו אליהם באלימות.\n
אמנת האום זכויות אנשים עם מוגבלויות,23,263,5,"השיקום ייעשה בסביבה ששומרת על כבוד האדם, מטפחת עצמאות ומתחשבת בצרכים הקשורים לגיל ולמגדר.\n",\n
אמנת האום זכויות אנשים עם מוגבלויות,23,264,1,"המדינה תדאג לחקיקה ולמדיניות יעילות, כדי לוודא שמקרי ניצול, אלימות והתעללות יזוהו, ייחקרו ויוגשו בגינם אישומים במקרים הראויים לכך. \n",• המדינה תדאג להעמיד לדין (לשפוט בבית משפט) אנשים שיתנהגו באלימות כלפי אנשים עם מוגבלות.\n
אמנת האום זכויות אנשים עם מוגבלויות,23,265,5,המדינה תגבש חקיקה ומדיניות ספציפיות המתייחסות לנשים ולילדים עם מוגבלות.\n,\n
אמנת האום זכויות אנשים עם מוגבלויות,24,266,1,2.17 סעיף 17 : הגנה על שלמות אישית\n,3.17 הזכות להגנה על הגוף והנפש של אנשים עם מוגבלות (סעיף 17 באמנה)\n
אמנת האום זכויות אנשים עם מוגבלויות,24,267,2,כל אדם עם מוגבלות זכאי לכבוד כלפי השלמות הגופנית והנפשית שלו או שלה. \n,"אנשים עם מוגבלות שווים לכל האנשים בחברה: • אסור לפגוע באנשים עם מוגבלות כמו שאסור לפגוע בכל אדם אחר. • צריך לכבד את השלמות הגופנית של אנשים עם מוגבלות. כלומר, צריך לשמור על הגוף של אנשים עם מוגבלות. לדוגמה, אסור לעשות לאדם עם מוגבלות ניתוח בלי ההסכמה שלו. • צריך לכבד את השלמות הנפשית של אנשים עם מוגבלות. כלומר, צריך לכבד את הרגשות והמחשבות של אנשים עם מוגבלות לדוגמה, אסור להעליב אנשים עם מוגבלות או להשפיל אותם.\n"
אמנת האום זכויות אנשים עם מוגבלויות,24,268,5,אין להתייחס לאדם עם מוגבלות כפחות ערך. \n,\n
אמנת האום זכויות אנשים עם מוגבלויות,24,269,1,"אנשים עם מוגבלות זכאים לכבוד מהזולת כפי שהם, ללא התערבות בגופם או בנפשם. \n","• לאנשים עם מוגבלות מגיע שאנשים יכבדו אותם כמו שהם - כלומר, שאנשים לא ינסו לשנות את הגוף שלהם או את הנפש שלהם.\n"
אמנת האום זכויות אנשים עם מוגבלויות,24,270,2,גופם ונפשם של אנשים עם מוגבלות שייכים להם בלבד.\n,"• הגוף והנפש של אנשים עם מוגבלות שייכים רק להם. כלומר, אסור להחליט החלטות על הגוף או הנפש של אדם עם מוגבלות בלי להתייעץ איתו (לשאול אותו מה דעתו).\n"
אמנת האום זכויות אנשים עם מוגבלויות,25,271,1,2.18 סעיף 18 : חופש תנועה ואזרחות\n,3.18 הזכות לחופש תנועה ואזרחות (סעיף 18 באמנה)\n
אמנת האום זכויות אנשים עם מוגבלויות,25,272,6,\n,אזרח הוא אדם שנולד במדינה או גר בה באופן קבוע.\n
אמנת האום זכויות אנשים עם מוגבלויות,25,273,6,\n,לאזרח יש זכויות וחובות במדינה.\n
אמנת האום זכויות אנשים עם מוגבלויות,25,274,6,\n,"לדוגמה, לכל אזרח יש זכות להצביע בבחירות.\n"
אמנת האום זכויות אנשים עם מוגבלויות,25,275,6,\n,לכל אזרח יש חובה לשלם מיסים.\n
אמנת האום זכויות אנשים עם מוגבלויות,25,276,1,"המדינה תכיר בזכותם של אנשים עם מוגבלות לחופש תנועה, ובזכותם להחליט היכן לגור ככל אדם אחר. \n","המדינה מכירה בזכות של אנשים עם מוגבלות לעשות את הדברים האלה: • להחזיק תעודת זהות • להחליט איפה הם רוצים לגור • לקבל שם כשהם נולדים • לדעת מי ההורים שלהם • לעבור ממקום למקום בחופשיות לדוגמה, לעבור ממדינה למדינה או לעבור בין מקומות בתוך המדינה.\n"
אמנת האום זכויות אנשים עם מוגבלויות,25,277,1,הכרה בזכויות אלה תתבטא בהבטחת יכולתם של אנשים עם מוגבלות: \n,המדינה צריכה לדאוג:\n
אמנת האום זכויות אנשים עם מוגבלויות,25,278,2,• לרכוש אזרחות ולשנותה.\n,"• שאנשים עם מוגבלות יוכלו לקבל אזרחות (להיות אזרחים). כלומר, שהם תושבים עם זכויות וחובות במדינה. • שאנשים עם מוגבלות שעוברים לגור במדינה חדשה, יוכלו לקבל במדינה החדשה אזרחות.\n"
אמנת האום זכויות אנשים עם מוגבלויות,25,279,1,"• לקבל מסמכים המתעדים את אזרחותם, כמו דרכון, להחזיק בהם ולהשתמש בהם.\n",• שאנשים עם מוגבלות יוכלו לקבל תעודות על האזרחות שלהם (כמו דרכון ותעודת זהות).\n
אמנת האום זכויות אנשים עם מוגבלויות,25,280,1,• לעזוב כל מדינה.\n,• שאנשים עם מוגבלות יוכלו לעזוב כל מדינה.\n
אמנת האום זכויות אנשים עם מוגבלויות,25,281,1,• להיכנס למדינתם.\n,• שאנשים עם מוגבלות יוכלו להיכנס למדינה שלהם.\n
אמנת האום זכויות אנשים עם מוגבלויות,25,282,1,זכויות אלה לא יישללו מאנשים עם מוגבלות באופן שרירותי או בשל מוגבלותם.\n,אסור לקחת מאנשים עם מוגבלות את האזרחות ואת הזכויות שלהם רק בגלל המוגבלות שלהם.\n
אמנת האום זכויות אנשים עם מוגבלויות,25,283,1,"ילדים עם מוגבלות יירשמו מיד לאחר הלידה; תהיה להם זכות מידית לקבל שם, לרכוש אזרחות ובמידת האפשר - להכיר את הוריהם ולהיות מטופלים על ידיהם.\n",גם לילדים עם מוגבלות יש זכויות של אזרחים.\n
אמנת האום זכויות אנשים עם מוגבלויות,26,284,1,2.19 סעיף 19 : חיים עצמאיים ושילוב בקהילה\n,3.19 הזכות לחיים עצמאיים ושילוב בקהילה (סעיף 19 באמנה)\n
אמנת האום זכויות אנשים עם מוגבלויות,26,285,6,\n,קהילה זו קבוצה של אנשים שגרים באותו מקום.\n
אמנת האום זכויות אנשים עם מוגבלויות,26,286,6,\n,"לדוגמה, אנשים שגרים באותה שכונה או באותה עיר.\n"
אמנת האום זכויות אנשים עם מוגבלויות,26,287,2,"יש לאנשים עם מוגבלות זכות לחיות בקהילה, להשתלב ולהשתתף בה ככל אדם.\n","לאנשים עם מוגבלות יש זכות לחיות בקהילה. אסור להפריד בין אנשים עם מוגבלות לאנשים אחרים בקהילה. לאנשים עם מוגבלות יש זכות ליהנות מהפעילויות בקהילה. לאנשים עם מוגבלות יש זכות להשתלב בחברה ולהשתתף בקהילה כמו כל אדם אחר. • להשתלב בקהילה זה להשתתף בפעילויות יחד עם אנשים אחרים בקהילה, לדוגמה: • לעבוד עם אנשים אחרים • לגור בקהילה כמו אנשים אחרים • ללכת לחוג או לסרט כמו אנשים אחרים • ללכת למשחקי כדורגל כמו אנשים אחרים.\n"
אמנת האום זכויות אנשים עם מוגבלויות,26,288,6,\n,"כדי שאנשים עם מוגבלות יוכלו להשתלב בקהילה בצורה הכי טובה, המדינה צריכה לדאוג למגורים, תמיכה ושירותים בקהילה.\n"
אמנת האום זכויות אנשים עם מוגבלויות,26,289,2,"• המדינה צריכה להבטיח כי אנשים עם מוגבלות יוכלו לבחור היכן לגור ועם מי, כפי שכל אדם בוחר זאת, ולא יחויבו להתגורר בהסדר מגורים מסוים.\n","מגורים (מקום לגור בו): כדי שאנשים עם מוגבלות יוכלו לחיות בקהילה, המדינה צריכה לדאוג לכך: • שאנשים עם מוגבלות יוכלו לבחור איפה הם רוצים לגור. • שאנשים עם מוגבלות יוכלו לבחור עם מי הם רוצים לגור. • שאנשים עם מוגבלות לא יהיו חייבים לגור במסגרת מגורים (לדוגמה, בהוסטל או בדירה נתמכת). • שאנשים עם מוגבלות לא יהיו חייבים לגור במקום מגורים שהם לא רוצים.\n"
אמנת האום זכויות אנשים עם מוגבלויות,26,290,2,"• המדינה צריכה לדאוג לכך שאנשים עם מוגבלות יוכלו לקבל שירותי תמיכה, כולל סיוע אישי, כדי לסייע בהשתלבותם בקהילה וכדי למנוע בידוד או הפרדה מהקהילה.\n","תמיכה (עזרה, ליווי): כדי שאנשים עם מוגבלות יוכלו לחיות בקהילה, המדינה צריכה לדאוג: • שאנשים עם מוגבלות יוכלו לקבל שירותי תמיכה (ליווי, עזרה). • שאנשים עם מוגבלות יוכלו לקבל סיוע אישי (עזרה אישית). לדוגמה, עזרה ממטפל אישי. התמיכה והסיוע עוזרים לאנשים עם מוגבלות להשתלב ולהיות חלק מהקהילה. שירותי התמיכה יעזרו לכל אדם עם מוגבלות להיות יותר עצמאי.\n"
אמנת האום זכויות אנשים עם מוגבלויות,26,291,2,"• המדינה צריכה לוודא ששירותים קהילתיים ומתקנים המיועדים לכלל הציבור יהיו זמינים לאנשים עם מוגבלות כמו לכל אדם אחר, ויתנו מענה לצורכיהם של אנשים עם מוגבלות.\n","שירותים בקהילה: כדי שאנשים עם מוגבלות יוכלו לחיות בקהילה: • המדינה צריכה לדאוג שאנשים עם מוגבלות יוכלו להשתמש בשירותים בקהילה כמו כולם, עם עזרה ממלווה אם יש צורך. לדוגמה, אנשים עם מוגבלות יוכלו לקבל שירות בבנק או בקופת חולים כמו כולם. • המדינה צריכה לדאוג שאנשים עם מוגבלות יוכלו להשתמש במתקנים (מבנים או ציוד) כמו כולם. לדוגמה, אנשים עם מוגבלות יוכלו לראות סרט בקולנוע בצורה נוחה כמו אנשים אחרים. • המדינה צריכה לדאוג שהשירותים והמתקנים יהיו נגישים. • המדינה צריכה לדאוג שאנשים עם מוגבלות יקבלו את ההתאמות שהם צריכים בשירות או במקום.\n"
אמנת האום זכויות אנשים עם מוגבלויות,27,292,1,2.20 סעיף 20 : ניידות אישית\n,3.20 הזכות לניידות אישית – מעבר ממקום למקום (סעיף 20 באמנה)\n
אמנת האום זכויות אנשים עם מוגבלויות,27,293,2,איכות הניידות האישית קובעת במידה רבה עד כמה אנשים עם מוגבלות יוכלו להשתלב בעבודה ובחברה ולחיות חיים של כבוד ועצמאות. \n,"ניידות אישית היא האפשרות להגיע למקום ולעבור ממקום למקום. ככל שהניידות האישית של אדם עם מוגבלות טובה יותר, כך יהיה לו יותר קל להשתלב בעבודה ובחברה ולחיות חיים של כבוד ועצמאות.\n"
אמנת האום זכויות אנשים עם מוגבלויות,27,294,1,המדינה חייבת לפעול כדי לאפשר לאנשים עם מוגבלות לנוע ממקום למקום בצורה עצמאית ככל שניתן.\n,המדינה חייבת לפעול כדי לאפשר לאנשים עם מוגבלות לעבור ממקום למקום בצורה הכי עצמאית שאפשר.\n
אמנת האום זכויות אנשים עם מוגבלויות,27,295,1,"• המדינה תקל את הניידות האישית של אנשים עם מוגבלות, כך שיכולו לנוע ממקום למקום בזמן ובאופן שיבחרו, במחיר סביר.\n","• המדינה תעזור לאנשים עם מוגבלות, כך שיוכלו לעבור ממקום למקום בזמן ובצורה שיבחרו, במחיר סביר (לא יקר מדי).\n"
אמנת האום זכויות אנשים עם מוגבלויות,27,296,6,\n,"לדוגמה, נסיעה במונית נגישה צריכה לעלות כמו נסיעה במונית רגילה.\n"
אמנת האום זכויות אנשים עם מוגבלויות,27,297,2,"• המדינה תדאג לכך שעזרי ניידות איכותיים, סיוע טכנולוגי וסיוע אנושי יהיו זמינים לאנשים עם מוגבלות, במחיר סביר.\n","• המדינה תדאג לכך שאנשים עם מוגבלות יוכלו לקנות מכשירים שעוזרים לניידות במחירים סבירים. לדוגמה, כיסא גלגלים או הליכון. • המדינה תדאג לכך שאנשים עם מוגבלות יוכלו לקבל עזרה טכנולוגית במחיר סביר. לדוגמה, תוכנה שמקריאה לעיוורים מהמחשב. • המדינה תדאג לכך שאנשים עם מוגבלות יקבלו עזרה בניידות במחיר סביר.\n"
